store_id,sku_id,avg_daily_demand,demand_std_dev,lead_time_days,safety_stock,reorder_point,recommended_order_qty
ST001,SKU0001,0.27358490566037735,1.0398051117791167,7,4.539258467273081,6.454352806895722,3.830188679245283
ST001,SKU0002,0.2641509433962264,1.073611849621824,7,4.686841431873845,6.53589803564743,3.69811320754717
ST001,SKU0003,0.5734597156398105,2.4471668501385566,7,10.683081588544018,14.697299598022692,8.028436018957347
ST001,SKU0004,0.5829383886255924,2.0762816789808833,7,9.06398620760005,13.144554927979197,8.161137440758294
ST001,SKU0005,0.4858490566037736,2.122947904799361,7,9.267707134033813,12.668650530260228,6.80188679245283
ST001,SKU0006,0.7061611374407583,3.2158698671560875,7,14.038846663448194,18.981974625533503,9.886255924170616
ST001,SKU0007,1.0758293838862558,6.4130769414116475,7,27.996221097401637,35.527026784605425,15.061611374407581
ST001,SKU0008,0.5094339622641509,2.0153217988609957,7,8.797866481063322,12.363904216912378,7.132075471698113
ST001,SKU0009,0.24528301886792453,1.0193513480177159,7,4.449967772997994,6.166948905073466,3.4339622641509435
ST001,SKU0010,0.36018957345971564,1.1518630714279112,7,5.028446331805516,7.5497733460235255,5.042654028436019
ST001,SKU0011,0.5235849056603774,2.0754512733421437,7,9.060361080367823,12.725455419990464,7.330188679245284
ST001,SKU0012,0.6839622641509434,2.7345650179565704,7,11.937715319392437,16.72545116844904,9.575471698113208
ST001,SKU0013,0.5213270142180095,2.0709487455845417,7,9.040705341983486,12.689994441509553,7.298578199052134
ST001,SKU0014,0.5639810426540285,2.182054793869399,7,9.525737647296316,13.473604945874515,7.895734597156399
ST001,SKU0015,0.981042654028436,8.232318475321785,7,35.93810120865338,42.80539978685243,13.734597156398104
ST001,SKU0016,0.5801886792452831,2.3076596055802234,7,10.07406415447521,14.13538490919219,8.122641509433963
ST001,SKU0017,0.5117370892018779,2.1513714990159833,7,9.391790040779076,12.973949665192222,7.16431924882629
ST001,SKU0018,0.22169811320754718,1.008448173610812,7,4.402370077827971,5.954256870280801,3.1037735849056602
ST001,SKU0019,0.976303317535545,3.8955906188234324,7,17.006160578752976,23.84028380150179,13.66824644549763
ST001,SKU0020,0.5071090047393365,1.8267057735988785,7,7.974465172457008,11.524228205632363,7.099526066350711
ST001,SKU0021,0.6919431279620853,2.834293649569195,7,12.373079629828073,17.21668152556267,9.687203791469194
ST001,SKU0022,0.5545023696682464,1.9199742343866608,7,8.381627673933924,12.263144261611648,7.763033175355449
ST001,SKU0023,0.8199052132701422,3.495000782140566,7,15.257389787508284,20.99672628039928,11.47867298578199
ST001,SKU0024,0.5545023696682464,2.177944884025191,7,9.507795878354509,13.389312466032234,7.763033175355449
ST001,SKU0025,0.5402843601895735,1.9053903273887514,7,8.317961778684655,12.099952300011669,7.563981042654029
ST001,SKU0026,0.2112676056338028,0.8781760625964212,7,3.833668523784035,5.312541763220655,2.9577464788732395
ST001,SKU0027,0.22274881516587677,1.00600768170693,7,4.391716135648312,5.9509578418094495,3.118483412322275
ST001,SKU0028,0.2796208530805687,1.2620889140594063,7,5.5096361084370535,7.466982080001035,3.914691943127962
ST001,SKU0029,0.6244131455399061,2.4895565374246713,7,10.868133330220232,15.239025348999576,8.741784037558686
ST001,SKU0030,0.23113207547169812,0.9481199363756768,7,4.139007781775498,5.756932310077385,3.2358490566037736
ST001,SKU0031,0.5545023696682464,2.267916206091288,7,9.900564754823586,13.78208134250131,7.763033175355449
ST001,SKU0032,0.6208530805687204,2.7444040435953263,7,11.980667484114942,16.326639048095984,8.691943127962086
ST001,SKU0033,0.9150943396226415,3.1005821943087546,7,13.535559519332256,19.941219896690747,12.81132075471698
ST001,SKU0034,0.2641509433962264,1.2528782921827655,7,5.4694272338424135,7.318483837615998,3.69811320754717
ST001,SKU0035,0.21800947867298578,0.8279969058518294,7,3.6146119337045883,5.140678284415489,3.052132701421801
ST001,SKU0036,0.985781990521327,4.005328204833658,7,17.485218876151347,24.385692809800638,13.800947867298579
ST001,SKU0037,0.7075471698113207,2.594076303774116,7,11.324413289824724,16.27724347850397,9.90566037735849
ST001,SKU0038,0.981042654028436,3.4750294076289845,7,15.170204958516948,22.037503536716,13.734597156398104
ST001,SKU0039,0.23222748815165878,1.0365254529770962,7,4.524941150673852,6.150533567735463,3.251184834123223
ST001,SKU0040,0.4881516587677725,2.0779114733731574,7,9.071101058172758,12.488162669547165,6.834123222748815
ST001,SKU0041,0.2688679245283019,1.0523603087537183,7,4.594068049885855,6.4761435215839676,3.7641509433962264
ST001,SKU0042,0.5377358490566038,2.0775237187410163,7,9.069408319334265,12.83355926273049,7.528301886792453
ST001,SKU0043,0.2938388625592417,1.154250922875395,7,5.038870472616899,7.09574251053159,4.113744075829383
ST001,SKU0044,0.8578199052132701,3.480376688121696,7,15.193548456234415,21.198287792727307,12.009478672985782
ST001,SKU0045,0.5213270142180095,2.3367193409279516,7,10.200924128752689,13.850213228278756,7.298578199052134
ST001,SKU0046,0.49056603773584906,1.59528501379509,7,6.964200237670586,10.39816250182153,6.867924528301887
